Product Name,Barcode,Common Name,Packaging,Brands,Categories,Countries where sold,Nutri-Score,Nutri-Score Quality,NOVA Group,Food Processing,Eco-Score,Packaging Impact,Nutrient Levels,Ingredients,Additives,Ingredient Analysis,fat,saturated-fat,sugars,salt,Ingredient Classifications,Harmful Count,Moderate Count,Safe Count,Dietary Flags,Health Impact Score,Health Classification
lemon pickle - aachi - 1kg,8906021129961.0,Unknown,Unknown,Aachi,"plant-based foods and beverages, plant-based foods, pickles, plant-based pickles, lime pickle",India,3.0,Bad nutritional quality,3.0,Processed foods,0.0,,Fat in moderate quantity (8.8%); Saturated fat in moderate quantity (2.8%); Sugars in low quantity (1.4%); Salt in high quantity (13.2%),"Lemon 79, Salt, Edible Vegetable Oil  Refined Rice Bran Oil, Red Chilli Powder, Fenugreek, Mustard, Asafoetida, Turmeric Powder, Acidity Regulators  INS 330  INS 260 and Curry Leaves CONTAINS PERMITTED CLASS II PRESERVATIVE INS 211",E211 - Sodium benzoate; E260 - Acetic acid; E330 - Citric acid,May contain palm oil; Vegan status unknown; Vegetarian,,,,,"{'safe': ['lemon 79', 'edible vegetable oil  refined rice bran oil', 'red chilli powder', 'fenugreek', 'mustard', 'asafoetida', 'turmeric powder', 'acidity regulators  ins 330  ins 260 and curry leaves contains permitted class ii preservative ins 211'], 'moderate': ['salt'], 'harmful': []}",0,1,8,"{'gluten-free': [], 'vegan': [], 'low sugar': []}",,Red
sandwich biscuit - oreo,7622201756741.0,Unknown,Unknown,Oreo,"snacks, sweet snacks, biscuits and cakes, biscuits",India,1.0,Bad nutritional quality,4.0,Ultra processed foods,2.0,,Fat in moderate quantity (19.7%); Saturated fat in high quantity (9.8%); Sugars in high quantity (38%); Salt in moderate quantity (1.05%),"Refined Wheat Flour Maida, Sugar, Fractionated Fat, Palmolein, Cocoa Solids 3, Invert Sugar, Leavening Agents 500ii,503 ii, Starch, lodised Salt, Emulsifier 322, Nature Identical Flavouring Substances",E322 - Lecithins,Palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['refined wheat flour maida', 'fractionated fat', 'palmolein', 'cocoa solids 3', 'leavening agents 500ii,503 ii', 'starch', 'emulsifier 322', 'nature identical flavouring substances'], 'moderate': ['sugar', 'invert sugar', 'lodised salt'], 'harmful': []}",0,3,8,"{'gluten-free': ['refined wheat flour maida'], 'vegan': [], 'low sugar': ['sugar', 'invert sugar']}",,Red
aloo bhujia tana-tan - bikaji - 40g,8906005500335.0,Spicy Potato Noodle Snack,Unknown,Bikaji,spicy potato noodle snack,India,3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (40%); Saturated fat in high quantity (18%); Sugars in low quantity (3%); Salt in high quantity (2.68%),"Edible Vegetable Oil Palmolein Oil, Cottonseed Oil, Dehydrated Potato Flakes 20, Gram Flour, Dew Bean Flour Moth Flour, Potato Starch 4, Tapioca Starch, Ground Spices  Condiments Iodised Salt, Dry Mango, Red Chilli, Ginger, Black Pepper, Cardamom, Cumin, Clove, Turmeric Colouring  Spices, Dehydrated Vegetable Powder Tomato, Onion, Garlic, Black Salt, Mace, Nutmeg, Cinnamon, Extracts  Oils Peppermint, Spearmint, Lemon, Red Chilli, Onion, Cumin, Acidity Regulator INS 296, Anticaking Agent INS 551 CONTAINS ADDED FLAVOURS NATURAL AND NATURAL IDENTICAL FLAVOURING SUBSTANCES",E296 - Malic acid; E551 - Silicon dioxide,Palm oil; Vegan status unknown; Vegetarian,,,,,"{'safe': ['edible vegetable oil palmolein oil', 'cottonseed oil', 'dehydrated potato flakes 20', 'gram flour', 'dew bean flour moth flour', 'potato starch 4', 'tapioca starch', 'dry mango', 'red chilli', 'ginger', 'black pepper', 'cardamom', 'cumin', 'clove', 'turmeric colouring  spices', 'dehydrated vegetable powder tomato', 'onion', 'garlic', 'mace', 'nutmeg', 'cinnamon', 'extracts  oils peppermint', 'spearmint', 'lemon', 'red chilli', 'onion', 'cumin', 'acidity regulator ins 296', 'anticaking agent ins 551 contains added flavours natural and natural identical flavouring substances'], 'moderate': ['ground spices  condiments iodised salt', 'black salt'], 'harmful': []}",0,2,29,"{'gluten-free': [], 'vegan': [], 'low sugar': []}",,Red
mountain dew - pepsico - 400 ml,8902080364589.0,Carbonated drink,Unknown,PepsiCo,"beverages and beverages preparations, beverages, sodas, sweetened beverages",India,4.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (12.3%); Salt in low quantity (0.02%),"CARBONATED WATER, SUGAR, ACIDITY REGULATORS 330, 331, FLAVOUR NATURAL FLAVOURING SUBSTANCES, PRESERVATIVE 211, CAFFEINE 13 mg100 g, STABILIZER 445, COLOUR 102",E100 - Curcumin; E102 - Tartrazine; E211 - Sodium benzoate; E330 - Citric acid; E331 - Sodium citrates; E445 - Glycerol esters of wood rosin,Palm oil content unknown; Vegan status unknown; Vegetarian,,,,,"{'safe': ['carbonated water', 'acidity regulators 330', '331', 'flavour natural flavouring substances', 'preservative 211', 'caffeine 13 mg100 g', 'stabilizer 445', 'colour 102'], 'moderate': ['sugar'], 'harmful': []}",0,1,8,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
kurkure green chutney - - 33g,8901491103046.0,Unknown,Unknown,Unknown,snacks,India,3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (34.7%); Saturated fat in high quantity (15.6%); Sugars in low quantity (2.1%); Salt in high quantity (2.4%),"Cereal Products 57 Rice meal 38,corn meal 19, Edible Vegetable oil Palmolein Seasoning Spices  Condiments , Iodised salt, Sugar, Tamarind powder, Flavour Nature identical and Artificial Spearmint, Maltodextrin, Acidity Regulator 330, Emulsifier 414, Color 160c, Flavour Enhancers 627,631, Gram meal 6",E160c - Paprika extract; E330 - Citric acid; E414 - Acacia gum; E627 - Disodium guanylate; E631 - Disodium inosinate,Palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['cereal products 57 rice meal 38,corn meal 19', 'edible vegetable oil palmolein seasoning spices  condiments ', 'tamarind powder', 'flavour nature identical and artificial spearmint', 'maltodextrin', 'acidity regulator 330', 'emulsifier 414', 'color 160c', 'flavour enhancers 627,631', 'gram meal 6'], 'moderate': ['iodised salt', 'sugar'], 'harmful': []}",0,2,10,"{'gluten-free': ['maltodextrin'], 'vegan': [], 'low sugar': ['sugar']}",,Red
kitkat butterscotch flavour - nestle - 27.5g,4901059046345.0,Chocolate Wafer,Unknown,Nestle,"snacks, sweet snacks, cocoa and its products, confectioneries, chocolate candies, bars-covered-with-chocolate, chocolate biscuity bars",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,3.0,,Fat in high quantity (25.8%); Saturated fat in high quantity (25.5%); Sugars in high quantity (35.6%); Salt in low quantity (0.116%),"Sugar, Milk solids, Hydrogenated vegetable fats, Fractioned vegetable fat, Refined Wheat flour Maida, Cocoa solids 24, Emulsifier Soya lecithin, Nature identical Butterscotch flavouring substances, Raising agent 500ii, Yeast, lodized salt, Flour treatment agent 516, Artificial Vanilla flavouring substance and Colour 160ai Contains Wheat, Milk, Seasame and Soy May Contains Nut",E160a - Carotene; E322 - Lecithins; E322i - Lecithin; E500 - Sodium carbonates; E516 - Calcium sulphate,May contain palm oil; Non-vegan; Vegetarian,,,,,"{'safe': ['milk solids', 'hydrogenated vegetable fats', 'fractioned vegetable fat', 'refined wheat flour maida', 'cocoa solids 24', 'nature identical butterscotch flavouring substances', 'raising agent 500ii', 'yeast', 'flour treatment agent 516', 'artificial vanilla flavouring substance and colour 160ai contains wheat', 'milk', 'seasame and soy may contains nut'], 'moderate': ['sugar', 'emulsifier soya lecithin', 'lodized salt'], 'harmful': []}",0,3,12,"{'gluten-free': ['refined wheat flour maida', 'artificial vanilla flavouring substance and colour 160ai contains wheat'], 'vegan': ['milk solids', 'nature identical butterscotch flavouring substances', 'milk'], 'low sugar': ['sugar']}",,Red
almond coconut breakfast protein bar - yoga bar - 50g,8908005144335.0,Unknown,Unknown,Yoga Bar,"snacks, sweet snacks, dietary supplements, bodybuilding supplements, energy bars, protein bars, protein energy bars",India,4.0,Average nutritional quality,4.0,Ultra processed foods,0.0,,Fat in moderate quantity (18%); Saturated fat in moderate quantity (4.6%); Sugars in high quantity (17.4%); Salt in low quantity (0%),"Whole Grains 20 Rolled Oats 10, Brown Rice, Foxtail millet 5, Quinoa 4, Seeds 14 Sunflower, Sesame, Flax, Watermelon, Pumpkin, Chia, Honey, Prebiotic fibre Fructooligosaccharide Nuts Almonds 10, Peanuts, Soy crisps, Rice crisps, Dried Coconut 5, Dried Cranberry, Apple fibre, Ginger, Gum Acacia, Himalayan pink salt CONTAINS ADDED NATURAL FLAVOUR Rosemary extract",E392 - Extracts of rosemary; E414 - Acacia gum,Palm oil free; Non-vegan; Vegetarian status unknown,,,,,"{'safe': ['whole grains 20 rolled oats 10', 'brown rice', 'foxtail millet 5', 'quinoa 4', 'seeds 14 sunflower', 'sesame', 'flax', 'watermelon', 'pumpkin', 'chia', 'honey', 'prebiotic fibre fructooligosaccharide nuts almonds 10', 'peanuts', 'soy crisps', 'rice crisps', 'dried coconut 5', 'dried cranberry', 'apple fibre', 'ginger', 'gum acacia'], 'moderate': ['himalayan pink salt contains added natural flavour rosemary extract'], 'harmful': []}",0,1,20,"{'gluten-free': [], 'vegan': ['honey'], 'low sugar': []}",,Red
butter cookies sugar free75g - unibic,8906009077277.0,Unknown,Unknown,Unibic,"snacks, sweet snacks, biscuits and cakes, biscuits",India,5.0,Poor nutritional quality,4.0,Ultra processed foods,3.0,,Fat in high quantity (22.8%); Saturated fat in high quantity (14.6%); Sugars in low quantity (0.5%); Salt in low quantity (0.213%),"Refined Wheat Flour Maida, Butter 20, With Maltitol, Leavening Agents, Sweetener, Emulsifier, Salt",E965 - Maltitol,Palm oil free; Non-vegan; Vegetarian,,,,,"{'safe': ['refined wheat flour maida', 'butter 20', 'with maltitol', 'leavening agents', 'sweetener', 'emulsifier'], 'moderate': ['salt'], 'harmful': []}",0,1,6,"{'gluten-free': ['refined wheat flour maida', 'with maltitol'], 'vegan': ['butter 20'], 'low sugar': []}",,Red
lay's west indies' hot 'n' sweet chilli - 11g(8.6g + 2.4g extra),8901491502054.0,Unknown,Unknown,Lay's,"plant-based foods and beverages, plant-based foods, snacks, cereals and potatoes, salty snacks, appetizers, chips and fries, crisps, potato crisps",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,4.0,,Fat in high quantity (32%); Saturated fat in high quantity (14.3%); Sugars in moderate quantity (6%); Salt in high quantity (1.68%),"Potato, Edible Vegetable Oil Palmolein, Sunflower Oil, Seasoning Sugar, Maltodextrin, lodised Salt, Flavour Natural and Nature Identical Flavouring Substances, Spices  Condiments, Flavour Enhancers E627  E631, Edible Vegetable Oil Palm, Sunflower, Peanut, Hydrolysed Vegetable Protein, Anticaking Agent 551, Cocoa Solids, Lactose As flavouring agent Contains Onion and Garlic ALLERGEN ADVICE Contains Nut, Milk, Wheat May Contain Sulphite",E551 - Silicon dioxide; E627 - Disodium guanylate; E631 - Disodium inosinate,Palm oil; Non-vegan; Vegetarian,,,,,"{'safe': ['potato', 'edible vegetable oil palmolein', 'sunflower oil', 'maltodextrin', 'flavour natural and nature identical flavouring substances', 'spices  condiments', 'flavour enhancers e627  e631', 'edible vegetable oil palm', 'sunflower', 'peanut', 'hydrolysed vegetable protein', 'anticaking agent 551', 'cocoa solids', 'lactose as flavouring agent contains onion and garlic allergen advice contains nut', 'milk', 'wheat may contain sulphite'], 'moderate': ['seasoning sugar', 'lodised salt'], 'harmful': []}",0,2,16,"{'gluten-free': ['maltodextrin', 'wheat may contain sulphite'], 'vegan': ['milk'], 'low sugar': ['seasoning sugar']}",,Red
britannia good day chocolate cookies 400g,8901063004139.0,Unknown,Unknown,Britannia,"snacks, sweet snacks, cocoa and its products, confectioneries, chocolate candies, candy chocolate bars, chocolate biscuity bars",India,2.0,Bad nutritional quality,4.0,Ultra processed foods,2.0,,Fat in high quantity (24%); Saturated fat in high quantity (14.1%); Sugars in high quantity (33.4%); Salt in moderate quantity (0.51%),"REFINED WHEAT FLOUR MAIDA, SUGAR, REFINED PALM OIL, DARK CHOCOLATE CHIPS 13 SUGAR COCOA SOLIDS, COCOA BUTTER, DEXTROSE, EMULSIFIER 322i AND NATURE IDENTICAL FLAVOURING SUBSTANCES, DAK CHOCOCHIPS 58 SUGAR, HYDROGENATED VEGETABLE FAT, COCOA SOLIDS, DEXTROSE, EMULSIFIER 22 A NATURE IDENTICAL FLAVOURING SUBSTANCES, MILK CHOCOCHIPS 58 SUGAR, HYDROGENATED VEGETABLE FAT, MIK SOLIDS, COCOA SOLIDS, EMULSIFIER 322i AND NATURAL FLAVOURING SUBSTANCES, INVERT SUGAR SYRUP, W SOLIDS, RAISING AGENTS 503 ii, 500ii, COCOA SOLIDS 04, IODISED SALT, EMULSIFIERS 322i, 471  472 COLOUR 150c AND NATURE IDENTICAL  ARTIFICIAL MILKY COCOA AND VANILLIN FLAVOURING SUBSTANCES",E150c - Ammonia caramel; E322 - Lecithins; E500 - Sodium carbonates; E503 - Ammonium carbonates,Palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['refined wheat flour maida', 'refined palm oil', 'cocoa butter', 'dextrose', 'emulsifier 322i and nature identical flavouring substances', 'hydrogenated vegetable fat', 'cocoa solids', 'dextrose', 'emulsifier 22 a nature identical flavouring substances', 'hydrogenated vegetable fat', 'mik solids', 'cocoa solids', 'emulsifier 322i and natural flavouring substances', 'w solids', 'raising agents 503 ii', '500ii', 'cocoa solids 04', 'emulsifiers 322i', '471  472 colour 150c and nature identical  artificial milky cocoa and vanillin flavouring substances'], 'moderate': ['sugar', 'dark chocolate chips 13 sugar cocoa solids', 'dak chocochips 58 sugar', 'milk chocochips 58 sugar', 'invert sugar syrup', 'iodised salt'], 'harmful': []}",0,6,19,"{'gluten-free': ['refined wheat flour maida'], 'vegan': ['cocoa butter', 'milk chocochips 58 sugar', '471  472 colour 150c and nature identical  artificial milky cocoa and vanillin flavouring substances'], 'low sugar': ['sugar', 'dark chocolate chips 13 sugar cocoa solids', 'dak chocochips 58 sugar', 'milk chocochips 58 sugar', 'invert sugar syrup']}",,Red
perk - cadbury,7622201758639.0,Unknown,Unknown,Cadbury,"snacks, sweet snacks, cocoa and its products, confectioneries, chocolates, 7622201758639, perk",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (25.4%); Saturated fat in high quantity (20%); Sugars in high quantity (44.9%); Salt in low quantity (0.247%),"Sugar, Interesterified Vegetable Fat, Refined Wheat Flour Maida, LactoseRich Deproteinized Whey Permeate Powder, Starch, Cocoa Solids 5, Palmolein, Emulsiffers 442, 322, 476, lodised Salt, Yeast, Flavours Natural, Natural identical and Artificial Caramel and Vanilla Flavouring Substances, Raising Agent 500i, Improver 1101i Allergen Information Contains Milk, Wheat, Soy, Sulphites May Contain Barley",E1101 - Protease; E500 - Sodium carbonates,Palm oil; Vegan status unknown; Vegetarian,,,,,"{'safe': ['interesterified vegetable fat', 'refined wheat flour maida', 'lactoserich deproteinized whey permeate powder', 'starch', 'cocoa solids 5', 'palmolein', 'emulsiffers 442', '322', '476', 'yeast', 'flavours natural', 'natural identical and artificial caramel and vanilla flavouring substances', 'raising agent 500i', 'improver 1101i allergen information contains milk', 'wheat', 'soy', 'sulphites may contain barley'], 'moderate': ['sugar', 'lodised salt'], 'harmful': []}",0,2,17,"{'gluten-free': ['refined wheat flour maida', 'wheat', 'sulphites may contain barley'], 'vegan': ['lactoserich deproteinized whey permeate powder', 'improver 1101i allergen information contains milk'], 'low sugar': ['sugar']}",,Red
pizza & pasta sauce - knorr - 200g,8901030919305.0,Unknown,Unknown,Knorr,"condiments, sauces, pasta sauces, pizza sauces",India,3.0,Poor nutritional quality,4.0,Ultra processed foods,4.0,,Fat in low quantity (2.4%); Saturated fat in low quantity (0.4%); Sugars in moderate quantity (10.7%); Salt in high quantity (2.27%),"Water, Vegetables Crushed Tomato  25, Diced Tomato  20, Chopped Onion35 and Garlic Paste25, Sugar, lodised Salt, Soyabean Oil, Stabilisers  E1422, E415, Acidity Regulator  E260, Herbs Oregano and Basil  012, White Pepper Powder, PreservativeE211",E1422 - Acetylated distarch adipate; E211 - Sodium benzoate; E260 - Acetic acid; E415 - Xanthan gum,Palm oil free; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['water', 'vegetables crushed tomato  25', 'diced tomato  20', 'chopped onion35 and garlic paste25', 'soyabean oil', 'stabilisers  e1422', 'e415', 'acidity regulator  e260', 'herbs oregano and basil  012', 'white pepper powder', 'preservativee211'], 'moderate': ['sugar', 'lodised salt'], 'harmful': []}",0,2,11,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
lemon pickle - aachi - 1kg,8906021129961.0,Unknown,Unknown,Aachi,"plant-based foods and beverages, plant-based foods, pickles, plant-based pickles, lime pickle",India,3.0,Bad nutritional quality,3.0,Processed foods,0.0,,Fat in moderate quantity (8.8%); Saturated fat in moderate quantity (2.8%); Sugars in low quantity (1.4%); Salt in high quantity (13.2%),"Lemon 79, Salt, Edible Vegetable Oil  Refined Rice Bran Oil, Red Chilli Powder, Fenugreek, Mustard, Asafoetida, Turmeric Powder, Acidity Regulators  INS 330  INS 260 and Curry Leaves CONTAINS PERMITTED CLASS II PRESERVATIVE INS 211",E211 - Sodium benzoate; E260 - Acetic acid; E330 - Citric acid,May contain palm oil; Vegan status unknown; Vegetarian,,,,,"{'safe': ['lemon 79', 'edible vegetable oil  refined rice bran oil', 'red chilli powder', 'fenugreek', 'mustard', 'asafoetida', 'turmeric powder', 'acidity regulators  ins 330  ins 260 and curry leaves contains permitted class ii preservative ins 211'], 'moderate': ['salt'], 'harmful': []}",0,1,8,"{'gluten-free': [], 'vegan': [], 'low sugar': []}",,Red
sandwich biscuit - oreo,7622201756741.0,Unknown,Unknown,Oreo,"snacks, sweet snacks, biscuits and cakes, biscuits",India,1.0,Bad nutritional quality,4.0,Ultra processed foods,2.0,,Fat in moderate quantity (19.7%); Saturated fat in high quantity (9.8%); Sugars in high quantity (38%); Salt in moderate quantity (1.05%),"Refined Wheat Flour Maida, Sugar, Fractionated Fat, Palmolein, Cocoa Solids 3, Invert Sugar, Leavening Agents 500ii,503 ii, Starch, lodised Salt, Emulsifier 322, Nature Identical Flavouring Substances",E322 - Lecithins,Palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['refined wheat flour maida', 'fractionated fat', 'palmolein', 'cocoa solids 3', 'leavening agents 500ii,503 ii', 'starch', 'emulsifier 322', 'nature identical flavouring substances'], 'moderate': ['sugar', 'invert sugar', 'lodised salt'], 'harmful': []}",0,3,8,"{'gluten-free': ['refined wheat flour maida'], 'vegan': [], 'low sugar': ['sugar', 'invert sugar']}",,Red
aloo bhujia tana-tan - bikaji - 40g,8906005500335.0,Spicy Potato Noodle Snack,Unknown,Bikaji,spicy potato noodle snack,India,3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (40%); Saturated fat in high quantity (18%); Sugars in low quantity (3%); Salt in high quantity (2.68%),"Edible Vegetable Oil Palmolein Oil, Cottonseed Oil, Dehydrated Potato Flakes 20, Gram Flour, Dew Bean Flour Moth Flour, Potato Starch 4, Tapioca Starch, Ground Spices  Condiments Iodised Salt, Dry Mango, Red Chilli, Ginger, Black Pepper, Cardamom, Cumin, Clove, Turmeric Colouring  Spices, Dehydrated Vegetable Powder Tomato, Onion, Garlic, Black Salt, Mace, Nutmeg, Cinnamon, Extracts  Oils Peppermint, Spearmint, Lemon, Red Chilli, Onion, Cumin, Acidity Regulator INS 296, Anticaking Agent INS 551 CONTAINS ADDED FLAVOURS NATURAL AND NATURAL IDENTICAL FLAVOURING SUBSTANCES",E296 - Malic acid; E551 - Silicon dioxide,Palm oil; Vegan status unknown; Vegetarian,,,,,"{'safe': ['edible vegetable oil palmolein oil', 'cottonseed oil', 'dehydrated potato flakes 20', 'gram flour', 'dew bean flour moth flour', 'potato starch 4', 'tapioca starch', 'dry mango', 'red chilli', 'ginger', 'black pepper', 'cardamom', 'cumin', 'clove', 'turmeric colouring  spices', 'dehydrated vegetable powder tomato', 'onion', 'garlic', 'mace', 'nutmeg', 'cinnamon', 'extracts  oils peppermint', 'spearmint', 'lemon', 'red chilli', 'onion', 'cumin', 'acidity regulator ins 296', 'anticaking agent ins 551 contains added flavours natural and natural identical flavouring substances'], 'moderate': ['ground spices  condiments iodised salt', 'black salt'], 'harmful': []}",0,2,29,"{'gluten-free': [], 'vegan': [], 'low sugar': []}",,Red
mountain dew - pepsico - 400 ml,8902080364589.0,Carbonated drink,Unknown,PepsiCo,"beverages and beverages preparations, beverages, sodas, sweetened beverages",India,4.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (12.3%); Salt in low quantity (0.02%),"CARBONATED WATER, SUGAR, ACIDITY REGULATORS 330, 331, FLAVOUR NATURAL FLAVOURING SUBSTANCES, PRESERVATIVE 211, CAFFEINE 13 mg100 g, STABILIZER 445, COLOUR 102",E100 - Curcumin; E102 - Tartrazine; E211 - Sodium benzoate; E330 - Citric acid; E331 - Sodium citrates; E445 - Glycerol esters of wood rosin,Palm oil content unknown; Vegan status unknown; Vegetarian,,,,,"{'safe': ['carbonated water', 'acidity regulators 330', '331', 'flavour natural flavouring substances', 'preservative 211', 'caffeine 13 mg100 g', 'stabilizer 445', 'colour 102'], 'moderate': ['sugar'], 'harmful': []}",0,1,8,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
kurkure green chutney - - 33g,8901491103046.0,Unknown,Unknown,Unknown,snacks,India,3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (34.7%); Saturated fat in high quantity (15.6%); Sugars in low quantity (2.1%); Salt in high quantity (2.4%),"Cereal Products 57 Rice meal 38,corn meal 19, Edible Vegetable oil Palmolein Seasoning Spices  Condiments , Iodised salt, Sugar, Tamarind powder, Flavour Nature identical and Artificial Spearmint, Maltodextrin, Acidity Regulator 330, Emulsifier 414, Color 160c, Flavour Enhancers 627,631, Gram meal 6",E160c - Paprika extract; E330 - Citric acid; E414 - Acacia gum; E627 - Disodium guanylate; E631 - Disodium inosinate,Palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['cereal products 57 rice meal 38,corn meal 19', 'edible vegetable oil palmolein seasoning spices  condiments ', 'tamarind powder', 'flavour nature identical and artificial spearmint', 'maltodextrin', 'acidity regulator 330', 'emulsifier 414', 'color 160c', 'flavour enhancers 627,631', 'gram meal 6'], 'moderate': ['iodised salt', 'sugar'], 'harmful': []}",0,2,10,"{'gluten-free': ['maltodextrin'], 'vegan': [], 'low sugar': ['sugar']}",,Red
kitkat butterscotch flavour - nestle - 27.5g,4901059046345.0,Chocolate Wafer,Unknown,Nestle,"snacks, sweet snacks, cocoa and its products, confectioneries, chocolate candies, bars-covered-with-chocolate, chocolate biscuity bars",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,3.0,,Fat in high quantity (25.8%); Saturated fat in high quantity (25.5%); Sugars in high quantity (35.6%); Salt in low quantity (0.116%),"Sugar, Milk solids, Hydrogenated vegetable fats, Fractioned vegetable fat, Refined Wheat flour Maida, Cocoa solids 24, Emulsifier Soya lecithin, Nature identical Butterscotch flavouring substances, Raising agent 500ii, Yeast, lodized salt, Flour treatment agent 516, Artificial Vanilla flavouring substance and Colour 160ai Contains Wheat, Milk, Seasame and Soy May Contains Nut",E160a - Carotene; E322 - Lecithins; E322i - Lecithin; E500 - Sodium carbonates; E516 - Calcium sulphate,May contain palm oil; Non-vegan; Vegetarian,,,,,"{'safe': ['milk solids', 'hydrogenated vegetable fats', 'fractioned vegetable fat', 'refined wheat flour maida', 'cocoa solids 24', 'nature identical butterscotch flavouring substances', 'raising agent 500ii', 'yeast', 'flour treatment agent 516', 'artificial vanilla flavouring substance and colour 160ai contains wheat', 'milk', 'seasame and soy may contains nut'], 'moderate': ['sugar', 'emulsifier soya lecithin', 'lodized salt'], 'harmful': []}",0,3,12,"{'gluten-free': ['refined wheat flour maida', 'artificial vanilla flavouring substance and colour 160ai contains wheat'], 'vegan': ['milk solids', 'nature identical butterscotch flavouring substances', 'milk'], 'low sugar': ['sugar']}",,Red
almond coconut breakfast protein bar - yoga bar - 50g,8908005144335.0,Unknown,Unknown,Yoga Bar,"snacks, sweet snacks, dietary supplements, bodybuilding supplements, energy bars, protein bars, protein energy bars",India,4.0,Average nutritional quality,4.0,Ultra processed foods,0.0,,Fat in moderate quantity (18%); Saturated fat in moderate quantity (4.6%); Sugars in high quantity (17.4%); Salt in low quantity (0%),"Whole Grains 20 Rolled Oats 10, Brown Rice, Foxtail millet 5, Quinoa 4, Seeds 14 Sunflower, Sesame, Flax, Watermelon, Pumpkin, Chia, Honey, Prebiotic fibre Fructooligosaccharide Nuts Almonds 10, Peanuts, Soy crisps, Rice crisps, Dried Coconut 5, Dried Cranberry, Apple fibre, Ginger, Gum Acacia, Himalayan pink salt CONTAINS ADDED NATURAL FLAVOUR Rosemary extract",E392 - Extracts of rosemary; E414 - Acacia gum,Palm oil free; Non-vegan; Vegetarian status unknown,,,,,"{'safe': ['whole grains 20 rolled oats 10', 'brown rice', 'foxtail millet 5', 'quinoa 4', 'seeds 14 sunflower', 'sesame', 'flax', 'watermelon', 'pumpkin', 'chia', 'honey', 'prebiotic fibre fructooligosaccharide nuts almonds 10', 'peanuts', 'soy crisps', 'rice crisps', 'dried coconut 5', 'dried cranberry', 'apple fibre', 'ginger', 'gum acacia'], 'moderate': ['himalayan pink salt contains added natural flavour rosemary extract'], 'harmful': []}",0,1,20,"{'gluten-free': [], 'vegan': ['honey'], 'low sugar': []}",,Red
